cheng_zebrafish_region_2,cheng_zebrafish_region_3,cheng_zebrafish_region_4,cheng_zebrafish_region_5,cheng_zebrafish_region_6,cheng_zebrafish_region_7,cheng_zebrafish_region_8,cheng_zebrafish_region_9,cheng_zebrafish_region_10,data/motif/Biofilm/ecoli_Pos11-kde2011.h5,data/motif/Biofilm/ecoli_Pos14_3-kde2011.h5,data/motif/Biofilm/ecoli_Pos19-kde2011.h5,data/motif/Biofilm/ecoli_Pos32-kde2011.h5,data/motif/Biofilm/ecoli_Pos6_3-kde2011.h5,data/motif/Biofilm/pseudomonas_Pos11.h5,data/motif/Biofilm/pseudomonas_Pos28.h5,data/motif/Biofilm/pseudomonas_Pos41.h5,data/motif/Biofilm/pseudomonas_Pos47.h5,data/motif/Biofilm/pseudomonas_Pos5.h5,data/motif/Biofilm/salmonella_Pos10.h5,data/motif/Biofilm/salmonella_Pos13.h5,data/motif/Biofilm/salmonella_Pos16.h5,data/motif/Biofilm/salmonella_Pos19.h5,data/motif/Biofilm/salmonella_Pos21.h5,data/motif/Biofilm/vibrio_Pos11-kdv615.h5,data/motif/Biofilm/vibrio_Pos16-kdv615.h5,data/motif/Biofilm/vibrio_Pos23-kdv615.h5,data/motif/Biofilm/vibrio_Pos27-kdv615.h5,data/motif/Biofilm/vibrio_Pos5-kdv615.h5,data/motif/Keller2008/zebrafish_embryo_150.h5,data/motif/Keller2008/zebrafish_embryo_230.h5,data/motif/Keller2008/zebrafish_embryo_310.h5,data/motif/Keller2008/zebrafish_embryo_390.h5,data/motif/Keller2008/zebrafish_embryo_470.h5,data/motif/Keller2008/zebrafish_embryo_550.h5,data/motif/Keller2008/zebrafish_embryo_630.h5,data/motif/Keller2008/zebrafish_embryo_710.h5,data/motif/Keller2008/zebrafish_embryo_790.h5,data/motif/Keller2008/zebrafish_embryo_870.h5,data/motif/Keller2010/fly_embryo_51.h5,data/motif/Keller2010/fly_embryo_61.h5,data/motif/Keller2010/fly_embryo_71.h5,data/motif/Keller2010/fly_embryo_81.h5,data/motif/Keller2010/fly_embryo_91.h5,data/motif/Keller2010/fly_embryo_101.h5,data/motif/Keller2010/fly_embryo_111.h5,data/motif/Keller2010/fly_embryo_121.h5,data/motif/Keller2010/fly_embryo_131.h5,data/motif/Keller2010/fly_embryo_141.h5,data/motif/Keller2010/fly_embryo_151.h5,data/motif/Keller2010/fly_embryo_161.h5,data/motif/Keller2010/fly_embryo_171.h5,data/motif/Keller2010/fly_embryo_181.h5,worm,ascidian,Guo_organoid,data/motif/Packing/PackedEllipses1.h5,data/motif/Packing/PackedMandM1.h5,data/motif/Packing/PackedIreg1.h5,data/motif/Packing/PackedSpheres1.h5,data/motif/Packing/PolySpheres1.h5,data/motif/Packing/PackedEllipses2.h5,data/motif/Packing/PackedMandM2.h5,data/motif/Packing/PackedIreg2.h5,data/motif/Packing/PackedSpheres2.h5,data/motif/Packing/PolySpheres2.h5,data/motif/Packing/PackedEllipses3.h5,data/motif/Packing/PackedMandM3.h5,data/motif/Packing/PackedIreg3.h5,data/motif/Packing/PackedSpheres3.h5,data/motif/Packing/PolySpheres3.h5,data/motif/Packing/PackedEllipses4.h5,data/motif/Packing/PackedMandM4.h5,data/motif/Packing/PackedIreg4.h5,data/motif/Packing/PackedSpheres4.h5,data/motif/Packing/PolySpheres4.h5,data/motif/Packing/PackedEllipses5.h5,data/motif/Packing/PackedMandM5.h5,data/motif/Packing/PackedIreg5.h5,data/motif/Packing/PackedSpheres5.h5,data/motif/Packing/PolySpheres5.h5,data/motif/PV/PV_1.h5,data/motif/PV/PV_2.h5,data/motif/PV/PV_3.h5,data/motif/PV/PV_4.h5,data/motif/PV/PV_5.h5,data/motif/Glassy/glass_T_044_1.h5,data/motif/Glassy/glass_T_044_2.h5,data/motif/Glassy/glass_T_044_3.h5,data/motif/HYGStarDatabase/star_positions.h5,data/motif/DLA/DLA_1.h5,data/motif/DLA/DLA_2.h5,data/motif/DLA/DLA_3.h5,data/motif/DLA/DLA_4.h5,data/motif/DLA/DLA_5.h5,Plant_1,Plant_2,Plant_4,Plant_13,Plant_15,Plant_18,foam,bubbles,yeast
0.0,3.827943258184862,4.639283643180108,5.02465050304531,3.272032789697841,5.107282773294235,4.556294168735807,3.047878800160624,3.5256622114780534,2.9948723408952325,2.9727946590362566,2.9388114099344924,3.1022807380598554,2.9693360802767748,4.026144666729735,4.0878799737855465,4.042946981235712,4.293896800631457,4.28698105836551,4.594849639483922,4.568265799288984,4.797989568541891,4.529956808451741,4.9727412106854265,4.489894919211105,4.390037048755063,4.361558217911655,4.333977802062503,4.246439440892348,3.4430293521135096,2.432623607176246,4.082803820537464,3.8164379223577996,3.8134028258726937,3.525986666089376,4.0349845688696355,4.1733967546114545,4.4850810276590085,4.626525390922112,2.219742337229116,2.188144633960555,2.213169483662745,2.2011865530566332,2.249955564008397,2.3329025075010668,2.2801456934181363,2.2888855281274068,2.35334129568942,2.306987352802932,2.3435838697260003,2.2749131024456366,2.2801145490249453,2.2786411406926983,3.501632578442392,4.380157323274531,3.3722862080795872,5.772011616654461,5.812149774471781,8.042319184429495,11.999709908338584,10.275027182117825,6.12810032615181,6.090675546762498,8.231921132442608,12.000479546096681,10.282027700040178,6.138983185359317,5.9622511213338,8.345999975347809,11.990130305909439,10.427699922600016,6.130569962613221,6.218491432680551,8.160833016193658,11.938820871592087,10.335544641740467,6.00832129689686,6.150446545965572,8.16704002116952,11.989785220577936,10.316634049557548,2.8731172687837363,2.8638958509507546,2.936266558127845,2.889760794125004,3.1384957156176965,11.699244823348682,11.65908879058626,11.685723889755792,2.181809864144423,4.981538053676314,4.892103857086206,4.904078305768039,4.9423704002951805,4.916679996999526,6.501775017059543,6.807809531657002,5.407368973927335,6.963311733451949,6.10508198667037,7.185768040569731,2.8293092868506324,2.2050463823167026,3.6818004273310985
3.827943258184862,0.0,2.118978060819205,2.3461001135870454,2.6253499268063303,2.4033901113665666,2.2664604908431714,3.132898246495359,2.1195833608402914,2.156084304728799,2.3716452242250265,2.253218139223206,2.0892508420901956,2.389949121418497,1.992174252229068,2.0369809702129955,1.9500846889602728,2.108897793977877,2.1628959641565695,2.15770970841065,2.1570816765018646,2.3467534956394633,2.180363772357115,2.4273908983307493,2.2363618211592007,2.241652223000341,2.211322619597101,2.1903477484651726,2.142011732390656,3.77596025242021,3.7078477222874673,6.8097105859102145,6.500317367281642,6.51211281647975,6.197806823229682,6.771912937537973,6.9311418279877675,7.268840893579742,7.414829174341562,3.62873328145219,3.5323063908011054,3.407671262066903,3.326869998519908,3.1379455114254946,2.9332358619077494,2.9196548035364938,2.916185596975506,2.856199522664767,2.853427609594948,2.8172399082296335,2.859803978515454,2.8969136108300586,2.875233900842349,3.0184244647456207,2.3923511302834957,4.458783624352943,3.346362828626858,3.4637233440474713,5.2922067736347245,9.165237421340155,7.441502647301944,3.6829627211513656,3.802940966238087,5.51442357052921,9.168397882699923,7.45154097232011,3.726847641318156,3.756561394407381,5.607064758359852,9.157045083485809,7.585512926457927,3.7187640123798777,3.9143751188878464,5.438754765072169,9.110585812687718,7.503755210981376,3.620255396529549,3.8500885056114242,5.446666268815237,9.159707537898278,7.481926284715369,3.228518997970226,3.3699042508059,3.3040149253132975,3.3520585422854685,3.1591902834264878,8.90178655650861,8.850254468938331,8.888019808193636,2.8317973958735596,7.9795720803133365,7.890667291810717,7.9015920813342,7.941724048831613,7.918127087275525,3.72033753175292,4.06364056440351,3.0718193145301913,4.225179258964855,3.490125709602335,4.430211397499136,2.433825031904978,3.2633894590668224,3.369953932915174
4.639283643180108,2.118978060819205,0.0,1.4717701420149927,3.192380732337095,1.4730672623643488,2.076423074856408,3.779334133867062,2.5841052383242937,2.737035669457694,2.9972718428529994,2.879021116461379,2.643877240907645,3.0286786594924715,2.0616938868008883,2.0931003736862195,1.9497721860979063,1.9877216737270313,2.0970393853021054,1.7045363418845507,1.7591374924833525,1.7859937118341351,1.8512523734598845,1.7487487819176861,2.0310904593769377,2.134452206339533,2.078243702185263,2.084302550617162,2.1043513051498874,4.42527015988461,4.480540463156442,7.679023453867284,7.35620614329996,7.366910666610339,7.051244445650445,7.636294252051391,7.794282745451554,8.137260856538106,8.28712322896418,4.437453974183452,4.32901708347418,4.205095222393377,4.123665725529744,3.9182332179033406,3.709713084014134,3.7024782301001364,3.68024878551056,3.6026741509263127,3.6049901693159603,3.569944380638752,3.6162200051237496,3.6622936758555262,3.6270741293055884,3.5608862987051375,2.4155645443340537,5.133270424515599,2.6780941269946856,2.8832343932182214,4.3188781596817485,8.164670312145523,6.428620211511,2.990994592628926,3.212135254318447,4.561591329824698,8.169630107288269,6.443097763668751,3.045090566541302,3.2471686126499484,4.653001073277553,8.160039924979444,6.575664826057151,3.0305453724038474,3.2937643767765947,4.500213938335033,8.108077695912812,6.48933551335111,2.973983451365614,3.2513780633835703,4.488606873926614,8.156726862569354,6.4681184995875824,3.90576584072363,4.0460227845569605,3.980481368328152,4.033917761489266,3.7809012326586675,7.946333083932625,7.885456073206322,7.924663825110694,3.550141069761211,8.871975548325507,8.77923267049103,8.796437300890302,8.837647371369467,8.813121289032141,2.719132338486457,3.121797788327795,2.606542268254408,3.2688978725748017,2.6453371754336956,3.469532786194253,3.103905278020423,4.02139520172436,3.95955600056097
5.02465050304531,2.3461001135870454,1.4717701420149927,0.0,3.4965694479384233,0.9414017387247804,2.156603586113251,4.097235186728104,2.866752137459353,3.058236841203752,3.3273324686551744,3.202663992988258,2.943131419359054,3.3576718858333945,2.25026390219806,2.275897178619169,2.125250233447006,2.11868333568343,2.24240564394192,1.730936434128587,1.8013300966013026,1.7200272190415253,1.9105709651225702,1.5708745411447824,2.1124141015715803,2.2581264476488494,2.2055573158321877,2.231084746980083,2.283213377222108,4.732382496618691,4.83378139566063,8.072411948537933,7.746194597400447,7.753874323969084,7.435582336939099,8.025406558835865,8.18577854185013,8.530392552365692,8.682524399441853,4.817237166369174,4.705704191885765,4.582590456530875,4.493489715826989,4.29282322820024,4.073931102468681,4.063945730107173,4.0424146179489675,3.95987826652932,3.966660348055658,3.9348166008994188,3.9752237132860895,4.025650490858949,3.992657050912776,3.852675783721344,2.553349712113379,5.456841733195008,2.4174643930593476,2.6599226466312205,3.767943317395746,7.592176851713393,5.82935291374368,2.686869017652797,2.9803011739716734,4.022510766758961,7.595703669350798,5.846636197505632,2.755248612486138,3.09297411763169,4.111988084375525,7.589248678421643,5.977045200457679,2.734132896716532,3.042035407041862,3.9543510737025462,7.536964578230642,5.890938567082814,2.719366512326743,3.0032704360921136,3.950174325855152,7.586586569971262,5.867348394740996,4.238228270086363,4.378003927302016,4.315120560379836,4.367081891129091,4.096464740038291,7.38529120645879,7.323697275917942,7.365852128471126,3.888862996322683,9.289655121143301,9.197191715414423,9.216033368268748,9.255066260891578,9.230314751813072,2.12911101012594,2.57139214137552,2.4092900119224403,2.7211037948520325,2.1855324914302354,2.90544046247836,3.432031318884703,4.380225783387156,4.226136209785951
3.272032789697841,2.6253499268063303,3.192380732337095,3.4965694479384233,0.0,3.5555391223490433,3.194999190448572,2.9036908996547695,2.525078546892651,2.3187357968650564,2.453016819771725,2.3634968293971315,2.323486875620591,2.4519568790370467,2.811862625173807,2.8571941353697117,2.7998966563791807,2.9836447027931596,3.00251225351933,3.2004122233573393,3.1641295098493245,3.3609807566581287,3.1556082990286956,3.5034533344246914,3.173195708481569,3.102025191293283,3.0762454064880194,3.0328087955980116,2.9757916507329316,3.6401628088137628,3.32548429782093,6.181217691817215,5.885255590249672,5.895395163492957,5.590720390338417,6.143701334731958,6.293542512969988,6.618709933281041,6.764092880798289,3.154236158294281,3.0572177883860805,2.962739590987126,2.9174878534482236,2.7582230819674955,2.6285720955552314,2.600267353368497,2.607130859354733,2.541187285257278,2.5495759703678096,2.5332667144723278,2.5393387671782564,2.5884304093483417,2.552087573588133,3.000881343050597,3.099165556483504,4.074470220778242,4.274925789884978,4.358416100159917,6.378369961901351,10.263306420694658,8.581787347075485,4.655202287406696,4.666342926436838,6.569064924266778,10.263255920057507,8.586485933382974,4.667401400392112,4.591919665826261,6.683325443350286,10.25443409231767,8.725553033032384,4.652133665471629,4.778011773881561,6.501205373267801,10.20196887408785,8.637435661557266,4.565930213542169,4.715132467956363,6.496696435511318,10.25106856089133,8.617212440325835,2.9171840563781473,3.042146497300811,2.9974432316131416,3.0199824124115127,2.9542473155460653,10.005611584199215,9.951198599406482,9.990636661785064,2.494393753492163,7.2190639042557585,7.13112679227851,7.14318355443423,7.183983878407346,7.1585277375433725,4.878055924027869,5.173864402330725,3.9770322453842555,5.336799252430744,4.545037171501017,5.555944097788183,2.4037649504336605,2.823807887087981,3.3798432160925316
5.107282773294235,2.4033901113665666,1.4730672623643488,0.9414017387247804,3.5555391223490433,0.0,2.1791156869449795,4.167132062316499,2.9277447559232845,3.12912853610815,3.397514371022856,3.2752455418670126,3.0077257840071487,3.430542125647934,2.286782608151424,2.315663005557528,2.170796406267444,2.152676735259932,2.278992542978253,1.7411818524885874,1.820866468539757,1.7166770579884063,1.938512761963091,1.5456063495744634,2.1374740063100637,2.2944882661964954,2.233308036185046,2.255009403717072,2.3167823982078026,4.805466262278607,4.923845598898447,8.169119770586125,7.8376553043828805,7.842635302666103,7.523131970042606,8.114169327174668,8.272333322174887,8.620513240440264,8.771486187441079,4.902564642006005,4.791815340168528,4.667109112816061,4.57959688758806,4.372761073911674,4.159743417761433,4.146437435924414,4.125326218254624,4.036123754500973,4.052047771084842,4.012919317322117,4.056784505647052,4.107702312674097,4.074768129740881,3.9160412242488505,2.5660994737983005,5.538297274457282,2.3511217236194364,2.611463350452623,3.6232608917731057,7.45606838932115,5.696488403757922,2.620589550027863,2.9302425649707216,3.8789934755462623,7.458445193067096,5.710272816302165,2.677286299449555,3.047740463200819,3.966412487325069,7.451959321744486,5.843497280279313,2.6657470018639664,2.977340702302345,3.8149835643777714,7.399909295346234,5.75775063141725,2.666759582355241,2.9646001467423675,3.816111888877912,7.449549819993667,5.7336606201002125,4.3026369904303605,4.4491850387744645,4.3855346170744545,4.438640150870986,4.16250502661852,7.251250909295056,7.188472441815213,7.229900564894406,3.958452250322214,9.38335246713148,9.289115209975822,9.308496725543964,9.348738641357487,9.323746161145198,1.9714121574593493,2.433701980297129,2.369672266490851,2.5748589017034424,2.08766527893033,2.7588244245195774,3.5029297544861127,4.4617721987317625,4.2976191053159685
4.556294168735807,2.2664604908431714,2.076423074856408,2.156603586113251,3.194999190448572,2.1791156869449795,0.0,3.735096017013035,2.655608638221793,2.828219124339695,3.05185042665052,2.9555031675647,2.746591010560887,3.0755273291223926,2.3639445940159662,2.3783803314885024,2.284235276281737,2.389478216349781,2.4196146463627812,2.192865396439891,2.2181702927882117,2.323145220634986,2.248860717115065,2.3517124703147503,2.428488462579689,2.4693606511139023,2.4397906591349914,2.417321605305651,2.415980195591986,4.428418091525292,4.416178749987447,7.53006470390843,7.223096253840065,7.239038988895283,6.929409268547505,7.502404365757142,7.659247595374199,7.9982651031203,8.14597940475805,4.337667112176531,4.226791768745514,4.107618897460959,4.026859993620764,3.8554712526708865,3.6517668866248574,3.6507229104275405,3.6300125166845865,3.5619646556608098,3.566126079142652,3.53379248191124,3.58113766421906,3.6262465549385587,3.5899151478839944,3.5632020106439293,2.651629228699618,5.063909689016564,3.224690437534719,3.4095819587748974,4.8992037126371155,8.720548021160525,6.959656432767462,3.4878566791007293,3.6932426155493383,5.1243298000135535,8.718799473658317,6.968707048020633,3.5709944243914755,3.7100485592821077,5.236018113207994,8.716728568132492,7.106130263358554,3.543017138412889,3.809144977299322,5.08661407785158,8.658530117510361,7.021613937170843,3.4988745791041582,3.755735665866399,5.063821173245971,8.711353384379432,6.999765468165427,3.888229217134216,4.022878638222551,3.959089221733202,4.010383862622379,3.7906365330221017,8.454540880511798,8.39763844178693,8.429817870288401,3.566302484612809,8.719149233789725,8.630163980884294,8.645148130159951,8.684018392856153,8.655993405138936,3.3886120538680653,3.705640949053139,2.8964544912162458,3.867403708593683,3.181788833468743,4.066393440166779,3.0731645013173052,3.9624838055797853,3.8766937802937784
3.047878800160624,3.132898246495359,3.779334133867062,4.097235186728104,2.9036908996547695,4.167132062316499,3.735096017013035,0.0,2.9579938172209594,2.65609627132038,2.6941269284990366,2.658929684546386,2.693330765579927,2.7203406582420158,3.3238382511730915,3.3684379047762056,3.326471062978989,3.5525968663879137,3.54226687715075,3.741570692404599,3.736283239534677,3.9424478827503497,3.716969751665997,4.083990228976562,3.715781391647062,3.6246199970758264,3.6215852749340094,3.578613342843079,3.509288965688358,3.7043120932423284,3.171108074660954,5.815716940678207,5.543906001147962,5.562086529919858,5.265308590863887,5.7966319338028285,5.944529772838189,6.26700716695083,6.4057231780734885,2.978060916515265,2.8785997174935973,2.8069985015611367,2.7793219744165754,2.6869604957068316,2.6176477747009077,2.5611668025484216,2.59356483786602,2.5873393197488075,2.5464219659590572,2.5625731774068488,2.535007112711372,2.560571167822502,2.5361784045895512,3.1624108175234262,3.6513938366802687,3.9167655994829205,4.875396714773078,4.939437247082992,6.995635903675873,10.879146795479283,9.172276376380761,5.190911430221368,5.208817391476452,7.194714352734392,10.883731217274896,9.178693467612558,5.214497705800597,5.111490011055045,7.281724509916675,10.873614925672722,9.31790960374974,5.220290591582816,5.331344926310504,7.103636335261077,10.819020866000493,9.232946923166192,5.120464730533075,5.283839132290686,7.099939076587612,10.869924292094584,9.20873936145079,3.005680458960075,3.1119803827845693,3.0959092298610833,3.0926820818064926,3.087821901655288,10.59202776670606,10.548633413145424,10.578292636439045,2.522541122532772,6.86213343730931,6.777619835403751,6.78358105725866,6.82384438452703,6.797631447651204,5.487471045583655,5.785626681413024,4.530219518112959,5.935872468420366,5.120128889073977,6.14936090310605,2.5393239744645566,2.762899764023339,3.446281598835436
3.5256622114780534,2.1195833608402914,2.5841052383242937,2.866752137459353,2.525078546892651,2.9277447559232845,2.655608638221793,2.9579938172209594,0.0,2.0813136318281327,2.252014958045135,2.1490243389129073,2.0533609325689306,2.2786656010027073,2.2776039226022236,2.3332893813062237,2.2481508855891743,2.447482032239929,2.469553948412387,2.604989993521933,2.5870989655585657,2.7744140294121786,2.581158998819957,2.898854476554198,2.5887590838991192,2.5522681260641704,2.528442884007463,2.4943637823089597,2.438310415664816,3.661551770806004,3.4706581000891044,6.4781481496827835,6.179185801504219,6.1895790468661644,5.877890985520805,6.442755013546274,6.598066930850616,6.931921128048782,7.07740099022865,3.3415213508043626,3.2475877759554885,3.1190611880453694,3.045912251895245,2.8861973557731386,2.712220931005432,2.6884383464884296,2.6782150521646946,2.621025395805317,2.6193764434594726,2.578025034852631,2.6339326299240593,2.6611976783878006,2.6269653238175357,2.9313479448382322,2.659188350695203,4.229823449229436,3.7427518294373727,3.852745902381555,5.768718784609147,9.670732973153942,7.966422440246174,4.087308553360571,4.1616191325329215,5.999962113410107,9.671032860815316,7.972969675844675,4.132993805547511,4.075416384005782,6.09475358028088,9.663738525759445,8.111103838048452,4.111500138684036,4.26475384776354,5.917234890981566,9.608313572230294,8.026989546485819,4.013645675264735,4.1887092206905425,5.915966890148512,9.663172242903183,8.001955253930864,3.0016767667073205,3.1530938872731498,3.100561142824576,3.13292198221531,2.9572443629685337,9.441898139524401,9.384106585153617,9.423021218023337,2.6010542577205626,7.600624004897208,7.509511514320289,7.52149974833007,7.563765866645523,7.537436819603431,4.24955713386858,4.568809982639654,3.4635735441743924,4.723026602543199,3.95729237243971,4.941229332683539,2.348895005459218,3.0119141109015617,3.326415001480573
2.9948723408952325,2.156084304728799,2.737035669457694,3.058236841203752,2.3187357968650564,3.12912853610815,2.828219124339695,2.65609627132038,2.0813136318281327,0.0,1.7928958262370103,1.6705678874533145,1.6185382158365333,1.8123751947949267,2.2354370688010983,2.293893608971363,2.2084938642875303,2.4372026695568643,2.4749625686299264,2.7118966235854343,2.7204885628008473,2.898472131727883,2.7129389165241014,3.0622441463158414,2.646601707527122,2.567204386338018,2.5483759714399508,2.503924416032728,2.4317833132055173,3.4010085974473814,3.0218450786966464,5.94639789100035,5.637791493164061,5.642231820360212,5.3254919613325296,5.894782727498239,6.043019839803749,6.375849362519353,6.525347521882345,2.8296316988881625,2.7545426374255895,2.6322040131658286,2.540035676577851,2.3738219133645098,2.1803129812881243,2.184100770958116,2.1501395503224634,2.073570828614692,2.081489457736055,2.0582408876763356,2.0851265146917735,2.1324692861682024,2.1030370559923783,2.674347848605783,2.6552128475329213,3.846344316749434,3.8498402162216596,3.9278057176920274,6.009793889309921,9.95343114820441,8.294491533861688,4.236846720404423,4.229859691948314,6.2169202118648075,9.954192110291954,8.307584129155869,4.256412135762871,4.120097739500368,6.322014050016506,9.945958151514972,8.446172847738435,4.239507548448493,4.346959071627213,6.135970428025776,9.892744921953344,8.358834063134069,4.138812540624272,4.29440616949142,6.153777951524541,9.94620422479279,8.336627006261995,2.544760174529509,2.6566183090587794,2.6096174828549468,2.641482941620475,2.520648199235646,9.745747816349514,9.695892177673059,9.732055561638653,1.9994875409313562,7.015999179860298,6.927113370729559,6.939718081221175,6.984389440076519,6.956330176825291,4.482400762937881,4.80799300524057,3.6874952076350835,4.959924425460833,4.197748651264377,5.187185952979106,2.1109235744406485,2.499807201696992,3.1665937335816383
